sample_size,m_sim,regret_adaptive,winner,regret_3,regret_5,regret_10
200,0,0.03255959595959597,3,0.03255959595959597,0.021909090909090913,0.038232323232323236
200,1,0.032562626262626265,8,0.022208484848484852,0.01838383838383838,0.033080808080808086
200,2,0.04262404040404041,9,0.03343959595959596,0.019222222222222217,0.039919191919191924
200,3,0.017202020202020198,6,0.03343959595959596,0.014818181818181817,0.030232323232323235
200,4,0.014728484848484848,3,0.014728484848484848,0.025474747474747476,0.0325
200,5,0.018737373737373737,5,0.01846848484848485,0.018737373737373737,0.02730808080808081
200,6,0.03275535353535354,8,0.02264848484848485,0.021666666666666667,0.03001010101010101
200,7,0.031644040404040404,9,0.014728484848484848,0.00808080808080808,0.0323939393939394
200,8,0.024242424242424246,5,0.025192929292929295,0.024242424242424246,0.035333333333333335
200,9,0.0164040404040404,5,0.03705292929292929,0.0164040404040404,0.0323989898989899
200,10,0.010595959595959596,4,0.014728484848484848,0.010656565656565656,0.030464646464646465
200,11,0.009313131313131315,5,0.018468484848484852,0.009313131313131315,0.01646969696969697
200,12,0.01846848484848485,3,0.01846848484848485,0.021555555555555564,0.03775757575757576
200,13,0.03409070707070708,9,0.0324329292929293,0.01481818181818182,0.026611111111111117
200,14,0.03683717171717172,7,0.05343737373737374,0.044939393939393946,0.040535353535353535
200,15,0.031575757575757576,5,0.02264848484848485,0.031575757575757576,0.03326767676767677
200,16,0.03139959595959596,6,0.018908484848484848,0.01323232323232323,0.031
200,17,0.014838383838383838,4,0.024952929292929294,0.012242424242424242,0.02944949494949495
200,18,0.014728484848484848,3,0.014728484848484848,0.014575757575757575,0.028717171717171718
200,19,0.01846848484848485,3,0.01846848484848485,0.018737373737373737,0.036727272727272726
200,20,0.02507959595959596,3,0.02507959595959596,0.02607070707070707,0.040070707070707076
200,21,0.007287878787878791,4,0.014728484848484848,0.01897979797979798,0.027494949494949496
200,22,0.023752525252525254,4,0.014728484848484848,0.015808080808080806,0.02913131313131313
200,23,0.04576848484848485,3,0.04576848484848485,0.02998989898989899,0.038065656565656567
200,24,0.015520202020202021,4,0.014728484848484848,0.018979797979797982,0.026545454545454546
200,25,0.012212121212121216,4,0.022208484848484852,0.02314141414141415,0.039181818181818186
200,26,0.008323232323232323,5,0.018908484848484845,0.008323232323232323,0.02409090909090909
200,27,0.018908484848484848,3,0.018908484848484848,0.00808080808080808,0.030151515151515155
200,28,0.01897979797979798,5,0.014728484848484848,0.01897979797979798,0.02450505050505051
200,29,0.02044444444444445,4,0.014728484848484848,0.013343434343434341,0.032752525252525255
200,30,0.014838383838383842,4,0.01846848484848485,0.011010101010101008,0.025641414141414146
200,31,0.028225454545454547,6,0.02264848484848485,0.01897979797979798,0.028196969696969696
200,32,0.03247111111111111,6,0.03343959595959596,0.02314141414141414,0.03792424242424242
200,33,0.010595959595959596,4,0.014728484848484848,0.010656565656565656,0.030136363636363638
200,34,0.028404040404040404,5,0.032872929292929294,0.028404040404040404,0.037348484848484846
200,35,0.01958242424242425,6,0.03311292929292929,0.020565656565656565,0.030292929292929295
